id,text,label,annotator,ground_truth,prediction
1474,"It's better to be alone, because while you're alone you watch over your heart, somewhere someone also thinks that neither you nor you will meet one day.",0,2,neutral,negative
1475,Just look at those elderly couples who have been together for so many years and are still together until death do them apart!,1,3,positive,positive
1476,What you sow you will surely reap.,0,3,neutral,neutral
1477,"When I was a kid, I believed that the stars were the eyes of God, that they blinked at you every now and then just to let you know there was a guy up there watching out for the shenanigans we were up to.",0,3,neutral,positive
1478,"When I was a child, I watched the cartoons of Ligeirinho and I was delighted to see those Mexican beans that jumped by themselves.",0,3,neutral,positive
1479,I will report here my very first experience in 2013.,0,3,neutral,neutral
1480,"It was a delight, making love in the car is very pleasant, and better when we least expect it.",1,3,positive,positive
1481,"It all started like this, I went to visit a friend of mine who called me earlier saying that she wanted to see me, however, when I arrived in front of her house I saw that everything was closed, that is, she was not at home or was already sleeping.",0,2,neutral,negative
1482,"That's when I met a woman I had met before and I stopped in the car, it seems like an American movie, where the heartthrob stops and the woman gets in the car and that's how it was.",1,2,positive,positive
1483,we had hooked up before and it was really crazy she had already sucked me until i came in her mouth.,1,3,positive,negative
1484,I stopped in the parking lot of a street market in the Santo Antônio neighborhood in Manaus and there we started making out passionately.,1,3,positive,positive
1485,She immediately ran to my legs and began to take my penis very masterfully.,1,3,positive,negative
1486,I said I wanted to kill the nostalgia and she said that too.,1,3,positive,negative
1487,This was my New Year's sex report.,0,3,neutral,neutral
1488,"I cut my hair, dyed it, cut it, changed my clothes, my makeup, my tastes.",0,3,neutral,neutral
1489,"I threw out the furniture, the posters, the color, I threw away everything I didn't need.",0,3,neutral,neutral
1490,Material things can be thrown away.,0,3,neutral,neutral
1491,"And you deserve better love, you deserve better, a better guy.",1,2,positive,positive
1492,"A place with peace, with joy.",1,3,positive,positive
1493,"Like the playful big brother, like the most amazing duck hunter that ever walked the earth.",1,2,positive,positive
1494,"Owner of the most beautiful smile, the bluest eyes on the planet.",1,2,positive,positive
1495,It's believing in a better world.,1,2,positive,positive
1496,"I continue to love watching cartoons, preferring to spend all night on the computer and not caring about what others will say or think about me.",1,3,positive,positive
1497,"My name is Marcelo, I'm 16 years old, I'll be 17 at the end of the year, I'm very nice, sweet and I always try to be funny, I like to see people happy.",1,3,positive,positive
1498,"I'm fascinated by aliens, like, I'm crazy about them, I believe in aliens and I've seen a UFO a few months ago.",1,2,positive,positive
1499,"I feel safe around him, he's so cute and he makes me feel really good, I love holding his hair, I love holding his hand and watching him draw.",1,3,positive,positive
1500,He draws so well and his smile is beautiful.,1,3,positive,positive
1501,I just know that yesterday I dreamed about him and when I'm with him I forget everything around me.,1,3,positive,positive
1502,His friends have already noticed that I'm liking him too much.,1,2,positive,negative
1503,Never give up on your choices and your dreams!,1,3,positive,positive
1504,"Put your problems in the hands of the Lord, and He will give you Victories!",1,3,positive,positive
1505,Have a winning life.,1,2,positive,positive
1506,"Tall, mulatto, pretty girl.",1,2,positive,negative
1507,"As soon as I arrived, Penelope was waiting.",0,3,neutral,neutral
1508,We left the waiting room and entered a long corridor.,0,3,neutral,neutral
1509,We arrived at our corner: a stretcher surrounded by curtains.,0,3,neutral,neutral
1510,And then Penelope applied the first layer of hot wax to my virgin crotch.,0,3,neutral,negative
1511,"Yummy, warm, pleasant.",1,3,positive,positive
1512,I woke up with the illusion of going to a party and drinking like every 17-year-old teenager.,0,3,neutral,neutral
1513,I went to get ready at a friend's house and I was going to drink at my best friend's house.,0,2,neutral,neutral
1514,We thank you more and more for the suggestions sent and we are working towards an even better diary!,1,3,positive,positive
1515,"Today, my first post, it's going to be pretty quick because it's late.",0,3,neutral,neutral
1516,"I've been researching the age of the people here, and as I said I'm writing a book, I've already posted the first chapter of it.",0,3,neutral,neutral
1517,I'm used to being away for days.,0,2,neutral,neutral
1518,"I hope time passes, I hope the week ends, so I can see you again!",1,2,positive,positive
1519,This movie teaches you how to love and respect the person you love.,0,2,neutral,positive
1520,I saw and fell even more in love with my husband and my marriage.,1,3,positive,positive
1521,True friends are angels!,1,2,positive,positive
1522,I discovered this irrefutable truth when I realized how rare these gems are that suddenly arrive in people's lives and lodge slowly in a special and essential place of our existence.,0,2,neutral,positive
1523,"Over the years, we have encountered various types of angels.",0,2,neutral,neutral
1524,"Some are light and fun, they show us the joy of life.",1,2,positive,positive
1525,"Some bump into us on a street corner without warning and give us real caresses, real smiles, real protection.",1,3,positive,positive
1526,"The important thing is that we try, throughout our lives, to always have an angel we can count on in difficult times to give us encouragement.",1,2,positive,positive
1527,I have noticed how my life has changed over the years and how I have changed.,0,2,neutral,neutral
1528,I am selective in my friendships.,0,3,neutral,neutral
1529,Everything that is different bothers the same.,0,3,neutral,negative
1530,"Today my mother gave me a scapular, and it has a message from God in one of the squares.",0,2,neutral,positive
